rep,estimator,model,start,initial,final,objective,raw_grad_inf,projected_grad_inf,raw_gradient,projected_gradient,active_bounds,software_success,status,message,distance_from_best,numerical_accept
n600_s631,smm,single,7,"[0.9231291084673761, 0.7347879778687428, -1.7925902667753018]","[1.0846440630113123, 0.7789372749965288, 0.33406420452924235]",0.11075170709840734,1.847837742194325e-08,1.847837742194325e-08,"[-3.6313621380734684e-09, 1.847837742194325e-08, 1.2100691152219789e-08]","[-3.6313621380734684e-09, 1.847837742194325e-08, 1.2100691152219789e-08]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,5.551115123125783e-17,True
n3000_s104,mle,mixture,0,"[1.15, 0.9, -0.3, 1.5, 0.58]","[1.4466963759589806, 0.9185042186755545, -2.5, 3.1205227162858313, 0.0650143528134241]",1651.3172103660331,0.051577450461829044,1.8577079206494318e-05,"[2.3872321432416577e-06, 2.2952175449120205e-06, 0.051577450461829044, 1.4754495539781587e-06, -1.8577079206494318e-05]","[2.3872321432416577e-06, 2.2952175449120205e-06, 0.0, 1.4754495539781587e-06, -1.8577079206494318e-05]",2:lower,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.0,True
n3000_s104,mle,mixture,1,"[0.8, 0.6, -0.8, 0.5, 0.35]","[1.2951046364702772, 0.8130731552421225, -1.3514519269477814, 1.867631159144201, 0.03]",1651.5153573874354,2.100180124523083,2.100180124523083,"[-2.100180124523083, -1.179314645998129, 0.154145274336005, 0.17272800713674874, 1.7010127788071872]","[-2.100180124523083, -1.179314645998129, 0.154145274336005, 0.17272800713674874, 0.0]",4:lower,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.198147021402292,False
n3000_s104,mle,mixture,2,"[1.5, 1.2, 0.2, 2.5, 0.75]","[1.2761985818109318, 0.8114543953237494, 0.44148675773349727, 0.028697165680114888, 0.97]",1651.5268598300713,0.07514235798078162,0.07514235798078162,"[-0.04434143983070438, 0.07514235798078162, 0.031617645335852984, 0.0014364179957882285, -0.0011300583601416697]","[-0.04434143983070438, 0.07514235798078162, 0.031617645335852984, 0.0014364179957882285, 0.0]",4:upper,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.2096494640381934,False
n3000_s104,mle,mixture,3,"[1.212647913893388, 1.958714984119836, 0.844231318305277, 2.6877778716878984, 0.24400683168844986]","[1.4466964502712094, 0.9185042869619642, -2.5, 3.120522791411238, 0.06501438784204205]",1651.3172103660331,0.05157559408507861,1.184794230724151e-06,"[3.179350580306828e-07, 2.342210705386094e-07, 0.05157559408507861, 8.206158330636981e-08, -1.184794230724151e-06]","[3.179350580306828e-07, 2.342210705386094e-07, 0.0, 8.206158330636981e-08, -1.184794230724151e-06]",2:lower,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.0,True
n3000_s104,mle,mixture,4,"[2.1335475823849253, 0.7929097679696556, -1.42925955286161, 1.1891281440238308, 0.12575202592794252]","[1.4466965899437338, 0.9185036929888817, -2.5, 3.120524389768876, 0.06501457376808902]",1651.3172103660813,0.051546389358737454,0.0003713363405575265,"[-3.2160202164871476e-05, -0.00010593813942993968, 0.051546389358737454, -1.9133008275717955e-05, 0.0003713363405575265]","[-3.2160202164871476e-05, -0.00010593813942993968, 0.0, -1.9133008275717955e-05, 0.0003713363405575265]",2:lower,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,4.8203219193965197e-11,False
n3000_s104,mle,mixture,5,"[1.0345202713735913, 1.8443276980700258, -2.3619134602992657, 0.7986674424296741, 0.14309156413198532]","[1.4466957416599988, 0.9185041936801991, -2.5, 3.120522290681268, 0.06501434361952788]",1651.3172103660522,0.0516018741267954,8.725528596800758e-05,"[-8.725528596800758e-05, 4.267488294773525e-05, 0.0516018741267954, 3.002735328738737e-05, 8.295059435958763e-05]","[-8.725528596800758e-05, 4.267488294773525e-05, 0.0, 3.002735328738737e-05, 8.295059435958763e-05]",2:lower,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.9099388737231493e-11,False
n3000_s104,mle,mixture,6,"[0.5391146969243047, 0.4425178092885508, 1.4276307151807361, 3.669153749263114, 0.5336762524545023]","[1.2763150698629078, 0.8111315879129891, 0.4422367815752054, 0.02, 0.97]",1651.5268492463151,0.00034057181171133835,1.3401295753556752e-05,"[-2.114815038006812e-06, 1.3401295753556752e-05, 4.4116122948079095e-06, 0.00034057181171133835, -0.00010888938016891808]","[-2.114815038006812e-06, 1.3401295753556752e-05, 4.4116122948079095e-06, 0.0, 0.0]",3:lower|4:upper,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.20963888028200017,True
n3000_s104,mle,mixture,7,"[0.5271643960996949, 0.8816089042917103, -1.5848676603692144, 0.24040515372281904, 0.6148632704487647]","[1.446696427630253, 0.9185043539420586, -2.5, 3.120522704966393, 0.06501439788572896]",1651.3172103660331,0.05157394151082495,1.3836758717467035e-05,"[-4.2630624907114e-06, 1.9507332850166037e-06, 0.05157394151082495, -1.2362091107442907e-06, 1.3836758717467035e-05]","[-4.2630624907114e-06, 1.9507332850166037e-06, 0.0, -1.2362091107442907e-06, 1.3836758717467035e-05]",2:lower,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.0,True
n3000_s104,mle,single,0,"[1.0, 0.8, 0.2]","[1.2763119612778844, 0.8111299831564308, 0.4428350156089036]",1651.5268458739079,5.724429034259515e-05,5.724429034259515e-05,"[1.0908488562277885e-05, -5.5663639322300895e-05, -5.724429034259515e-05]","[1.0908488562277885e-05, -5.5663639322300895e-05, -5.724429034259515e-05]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,9.094947017729282e-12,False
n3000_s104,mle,single,1,"[0.6, 0.5, -0.8]","[1.2763120588895427, 0.8111295572432412, 0.44283586230478983]",1651.5268458739006,3.675205395015091e-05,3.675205395015091e-05,"[-3.0247459633675478e-05, 3.675205395015091e-05, 3.275309288230943e-05]","[-3.0247459633675478e-05, 3.675205395015091e-05, 3.275309288230943e-05]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.8189894035458565e-12,False
n3000_s104,mle,single,2,"[2.1322970995573396, 1.9133437253299046, -2.3127673465762357]","[1.276312104108511, 0.8111299207771835, 0.44283530390453596]",1651.5268458739013,1.824931042460065e-05,1.824931042460065e-05,"[-3.2897618087168734e-06, 1.824931042460065e-05, -1.5346578838837388e-06]","[-3.2897618087168734e-06, 1.824931042460065e-05, -1.5346578838837388e-06]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,2.5011104298755527e-12,True
n3000_s104,mle,single,3,"[0.6847696345518013, 1.3574691955536125, 0.9831156279251889]","[1.276312120249369, 0.8111296858077695, 0.4428356811001973]",1651.526845873899,1.7883859636524946e-05,1.7883859636524946e-05,"[-7.774349965239402e-06, 1.7883859636524946e-05, 1.2460409961723151e-05]","[-7.774349965239402e-06, 1.7883859636524946e-05, 1.2460409961723151e-05]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,2.2737367544323206e-13,True
n3000_s104,mle,single,4,"[0.368851141701968, 0.870641568975612, -1.867035969723382]","[1.27631213496324, 0.8111297374638198, 0.4428356025921372]",1651.526845873899,1.1280708972716269e-05,1.1280708972716269e-05,"[-7.695868383394977e-07, 1.1280708972716269e-05, 4.90944730358045e-06]","[-7.695868383394977e-07, 1.1280708972716269e-05, 4.90944730358045e-06]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,2.2737367544323206e-13,True
n3000_s104,mle,single,5,"[1.7332419036479851, 1.2448645516899515, 2.009309178942803]","[1.2763121773538737, 0.8111296934711494, 0.44283572224743617]",1651.5268458738992,2.8668559553746142e-05,2.8668559553746142e-05,"[-3.6240544782073503e-06, 2.8668559553746142e-05, 1.9841334923942355e-05]","[-3.6240544782073503e-06, 2.8668559553746142e-05, 1.9841334923942355e-05]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,4.547473508864641e-13,False
n3000_s104,mle,single,6,"[1.2193809636095778, 1.1232787408623413, -0.6584707223666133]","[1.2763120489156237, 0.8111296335270215, 0.4428356466208009]",1651.5268458738997,3.56476963261354e-05,3.56476963261354e-05,"[4.578300305591032e-06, -3.56476963261354e-05, -2.1795534481894308e-05]","[4.578300305591032e-06, -3.56476963261354e-05, -2.1795534481894308e-05]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,9.094947017729282e-13,False
n3000_s104,mle,single,7,"[1.5941215969483442, 0.8036508188148392, -2.2593549981612755]","[1.2763121062512661, 0.8111296388157464, 0.44283571850008263]",1651.5268458738988,3.197604335536397e-06,3.197604335536397e-06,"[-1.4998503097274352e-06, -3.197604335536397e-06, 6.590756580493462e-07]","[-1.4998503097274352e-06, -3.197604335536397e-06, 6.590756580493462e-07]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.0,True
n3000_s104,smm,mixture,0,"[1.15, 0.9, -0.3, 1.5, 0.58]","[1.4749951113854907, 0.9287220424236455, -2.5, 3.1294915508540555, 0.06571638241455494]",0.049507986417570225,0.0012929693668695575,1.2784287227473635e-07,"[5.8240927746223796e-08, -7.807473616997917e-08, 0.0012929693668695575, -5.142542186357957e-08, 1.2784287227473635e-07]","[5.8240927746223796e-08, -7.807473616997917e-08, 0.0, -5.142542186357957e-08, 1.2784287227473635e-07]",2:lower,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.0,True
n3000_s104,smm,mixture,1,"[0.8, 0.6, -0.8, 0.5, 0.35]","[1.474994910811279, 0.9287219261641794, -2.5, 3.129491344034218, 0.06571631890267068]",0.04950798641757648,0.0012933507083224796,1.2339519416839067e-06,"[-2.5681958041321243e-07, 4.6541678584005597e-07, 0.0012933507083224796, 3.0678383702224636e-07, -1.2339519416839067e-06]","[-2.5681958041321243e-07, 4.6541678584005597e-07, 0.0, 3.0678383702224636e-07, -1.2339519416839067e-06]",2:lower,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,6.251943407420413e-15,True
n3000_s104,smm,mixture,2,"[1.5, 1.2, 0.2, 2.5, 0.75]","[1.2956595737018752, 0.8241143213915311, 0.4371708409213739, 0.02, 0.97]",0.05589157711129746,1.1878817336947557e-05,1.5253913269227398e-07,"[-1.5253913269227398e-07, 1.445348936563763e-07, 8.678299778016457e-08, 1.1878817336947557e-05, -3.8099233656335947e-06]","[-1.5253913269227398e-07, 1.445348936563763e-07, 8.678299778016457e-08, 0.0, 0.0]",3:lower|4:upper,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.006383590693727237,True
n3000_s104,smm,mixture,3,"[0.6184391923488849, 0.47291848279180854, 1.0123928416499424, 2.4743847571514226, 0.286242189956576]","[1.4749954548147504, 0.9287222502640082, -2.5, 3.129491902511829, 0.06571649344975122]",0.049507986417589536,0.0012935425026365933,1.1264772999488616e-06,"[-5.673724765562545e-07, 8.436718910970588e-07, 0.0012935425026365933, 5.213725856075121e-07, -1.1264772999488616e-06]","[-5.673724765562545e-07, 8.436718910970588e-07, 0.0, 5.213725856075121e-07, -1.1264772999488616e-06]",2:lower,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.9310941734573817e-14,True
n3000_s104,smm,mixture,4,"[0.6008371409534339, 1.6866751860833549, 1.3506793482759805, 0.4524276145405478, 0.4616910406045989]","[1.2956729478032187, 0.8240960255326941, 0.4283005551637085, 0.022707278899316716, 0.5806468473675651]",0.055892733585877666,0.0004946184766550072,0.0004946184766550072,"[-0.0004653960756211158, -0.0004946184766550072, 0.0001076804640497218, 0.00015835187504243048, -3.2548106862879156e-06]","[-0.0004653960756211158, -0.0004946184766550072, 0.0001076804640497218, 0.00015835187504243048, -3.2548106862879156e-06]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.0063847471683074405,False
n3000_s104,smm,mixture,5,"[2.2572317335007654, 1.8944548524535483, 0.1479965553164586, 2.042366218447942, 0.7140635476917367]","[1.494189589240726, 0.9403775073611781, -2.482115975493203, 3.130138336721007, 0.07179955135316163]",0.04960616797020959,0.09993725772853491,0.09993725772853491,"[0.026488851392357272, 0.02072579088008419, 0.001597647081472191, -0.0026882296477094576, -0.09993725772853491]","[0.026488851392357272, 0.02072579088008419, 0.001597647081472191, -0.0026882296477094576, -0.09993725772853491]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,9.818155263936756e-05,False
n3000_s104,smm,mixture,6,"[2.2945043431464733, 0.4343546376325214, -2.3449457696931066, 2.200506926807807, 0.951835339804909]","[1.295659577576672, 0.8241143171183636, 0.4371708508702311, 0.02, 0.97]",0.055891577111297705,1.1885670222358588e-05,4.0393712097516916e-07,"[-2.4659611657339153e-07, 4.0393712097516916e-07, 3.167831953785477e-07, 1.1885670222358588e-05, -3.8145081727057564e-06]","[-2.4659611657339153e-07, 4.0393712097516916e-07, 3.167831953785477e-07, 0.0, 0.0]",3:lower|4:upper,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.00638359069372748,True
n3000_s104,smm,mixture,7,"[1.8250923435536681, 1.1181997181885455, -1.1709455832006994, 1.2131566124131388, 0.8051739928081927]","[1.4749953148226844, 0.9287221775074486, -2.5, 3.1294917609845574, 0.06571645497348932]",0.049507986417583194,0.001292573148892957,2.7074808453964993e-06,"[-4.345460685620077e-08, -5.89452749672338e-07, 0.001292573148892957, -3.8877087080212494e-07, 2.7074808453964993e-06]","[-4.345460685620077e-08, -5.89452749672338e-07, 0.0, -3.8877087080212494e-07, 2.7074808453964993e-06]",2:lower,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.296879270640261e-14,True
n3000_s104,smm,single,0,"[1.0, 0.8, 0.2]","[1.295655856148315, 0.8241113049605646, 0.43777063117110276]",0.05589145913770246,7.96356439477662e-05,7.96356439477662e-05,"[1.6687885134061787e-05, -7.96356439477662e-05, -4.1794900681459916e-05]","[1.6687885134061787e-05, -7.96356439477662e-05, -4.1794900681459916e-05]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.8560257497579613e-11,False
n3000_s104,smm,single,1,"[0.6, 0.5, -0.8]","[1.2956566030050225, 0.8241123772183948, 0.437769773945613]",0.055891459119142506,3.0820918815168893e-08,3.0820918815168893e-08,"[-8.834686400418373e-09, -3.0820918815168893e-08, -2.1453098005734875e-08]","[-8.834686400418373e-09, -3.0820918815168893e-08, -2.1453098005734875e-08]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,3.0531133177191805e-16,True
n3000_s104,smm,single,2,"[0.6325128731708866, 2.0884628821733418, -2.029087068018499]","[1.2956566040152038, 0.8241123772271207, 0.43776977483548063]",0.05589145911914231,1.3208079649527221e-08,1.3208079649527221e-08,"[-9.163513616525579e-09, 1.3208079649527221e-08, 8.835450275058998e-09]","[-9.163513616525579e-09, 1.3208079649527221e-08, 8.835450275058998e-09]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.1102230246251565e-16,True
n3000_s104,smm,single,3,"[1.8863837574011204, 1.703009602435723, -1.491335602893738]","[1.295656603872636, 0.8241123777496868, 0.4377697740547005]",0.05589145911914236,9.084176550637306e-08,9.084176550637306e-08,"[-5.166661101231075e-08, 9.084176550637306e-08, 5.565662343433482e-08]","[-5.166661101231075e-08, 9.084176550637306e-08, 5.565662343433482e-08]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.5959455978986625e-16,True
n3000_s104,smm,single,4,"[1.953774419492296, 0.467226105320004, -0.9780325898973681]","[1.295656603834197, 0.8241123778494485, 0.4377697738303083]",0.055891459119142575,6.082972683505924e-08,6.082972683505924e-08,"[-3.4608959090503405e-08, 6.082972683505924e-08, 3.389956121802734e-08]","[-3.4608959090503405e-08, 6.082972683505924e-08, 3.389956121802734e-08]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,3.7470027081099033e-16,True
n3000_s104,smm,single,5,"[0.9475643762583787, 1.5573040082989658, -0.52510093097432]","[1.2956566038938702, 0.8241123773425997, 0.43776977454622856]",0.0558914591191422,4.4807461777388036e-09,4.4807461777388036e-09,"[-4.4807461777388036e-09, 1.7132101401591548e-09, -4.5452476418045284e-10]","[-4.4807461777388036e-09, 1.7132101401591548e-09, -4.5452476418045284e-10]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.0,True
n3000_s104,smm,single,6,"[1.3723767709629104, 0.37150683564565123, 1.281952284104793]","[1.2956566039896082, 0.8241123771070181, 0.437769774954274]",0.055891459119142416,1.2946312966978513e-08,1.2946312966978513e-08,"[3.9024940505678896e-09, -1.2946312966978513e-08, -7.630275073887069e-09]","[3.9024940505678896e-09, -1.2946312966978513e-08, -7.630275073887069e-09]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,2.1510571102112408e-16,True
n3000_s104,smm,single,7,"[2.410765332957852, 1.9227040126218107, -1.563842588507518]","[1.295656604850505, 0.8241123769337013, 0.4377697759621982]",0.05589145911914257,1.1575499185480925e-08,1.1575499185480925e-08,"[9.262184199948162e-09, 1.1575499185480925e-08, 1.1458263211947678e-08]","[9.262184199948162e-09, 1.1575499185480925e-08, 1.1458263211947678e-08]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,3.677613769070831e-16,True
n3000_s211,mle,mixture,0,"[1.15, 0.9, -0.3, 1.5, 0.58]","[2.139567382849734, 1.05205664085955, -1.7779989552613502, 4.0, 0.30471527663209136]",1678.1368415215534,0.5052814218858738,4.685419623839948e-06,"[7.615302136665392e-07, -1.342470534737572e-06, -8.425122527411233e-07, -0.5052814218858738, 4.685419623839948e-06]","[7.615302136665392e-07, -1.342470534737572e-06, -8.425122527411233e-07, 0.0, 4.685419623839948e-06]",3:upper,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.0,True
n3000_s211,mle,mixture,1,"[0.8, 0.6, -0.8, 0.5, 0.35]","[2.139567401117539, 1.0520566360203523, -1.7779989544934995, 4.0, 0.30471527375351315]",1678.1368415215534,0.5052822093514814,3.889075454566182e-06,"[2.2360874929738817e-06, -1.7026641556672217e-06, -1.0553326386109063e-06, -0.5052822093514814, 3.889075454566182e-06]","[2.2360874929738817e-06, -1.7026641556672217e-06, -1.0553326386109063e-06, 0.0, 3.889075454566182e-06]",3:upper,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.0,True
n3000_s211,mle,mixture,2,"[1.5, 1.2, 0.2, 2.5, 0.75]","[2.1395674729551195, 1.0520567044517015, -1.7779991500076369, 4.0, 0.3047152404578874]",1678.136841521554,0.5052815465934455,6.160571041080587e-05,"[3.6733906751407197e-06, 1.3162958276136116e-05, 7.479863478487836e-06, -0.5052815465934455, -6.160571041080587e-05]","[3.6733906751407197e-06, 1.3162958276136116e-05, 7.479863478487836e-06, 0.0, -6.160571041080587e-05]",3:upper,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,6.821210263296962e-13,False
n3000_s211,mle,mixture,3,"[1.700167700469117, 0.5750740982092027, -0.7794119336316507, 3.9695199444331517, 0.8896690411498973]","[2.139566939481872, 1.0520564042319385, -1.777999272730114, 4.0, 0.30471522404876245]",1678.1368415215618,0.5052746806024836,0.00010374172193960973,"[-1.7378463302963887e-05, -3.6799571011991716e-05, -1.929159099334221e-05, -0.5052746806024836, 0.00010374172193960973]","[-1.7378463302963887e-05, -3.6799571011991716e-05, -1.929159099334221e-05, 0.0, 0.00010374172193960973]",3:upper,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,8.412825991399586e-12,False
n3000_s211,mle,mixture,4,"[0.2564971561173652, 1.545886992157356, -1.2751360405318184, 2.6374392910850095, 0.7241175344511406]","[2.139567488831784, 1.05205660074548, -1.7779999290524138, 4.0, 0.30471514076342016]",1678.1368415215686,0.5053202218164486,0.000279167347117415,"[4.971804473735686e-05, -8.986763371043871e-05, -6.131502012618473e-05, -0.5053202218164486, 0.000279167347117415]","[4.971804473735686e-05, -8.986763371043871e-05, -6.131502012618473e-05, 0.0, 0.000279167347117415]",3:upper,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.5234036254696548e-11,False
n3000_s211,mle,mixture,5,"[1.3264572918270734, 1.008069402873061, -1.6055329582252311, 1.6848765257597886, 0.7294633023234821]","[2.1395673788348066, 1.0520566469311408, -1.7779989568181147, 4.0, 0.3047152781058534]",1678.1368415215534,0.5052811548736058,3.97934773577191e-06,"[2.9253142205809546e-07, -8.011954124587106e-07, -5.756198034889692e-07, -0.5052811548736058, 3.97934773577191e-06]","[2.9253142205809546e-07, -8.011954124587106e-07, -5.756198034889692e-07, 0.0, 3.97934773577191e-06]",3:upper,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.0,True
n3000_s211,mle,mixture,6,"[0.3548288512912256, 1.658875730113034, 1.4058844093465623, 0.598050727889833, 0.5177028785222393]","[2.1395674207623148, 1.0520573559103494, -1.7780001549778142, 4.0, 0.30471526732407817]",1678.1368415215622,0.5053011647008411,0.00012301775767298295,"[2.0429392824761194e-05, -1.370195123318041e-05, -2.348441449451233e-05, -0.5053011647008411, 0.00012301775767298295]","[2.0429392824761194e-05, -1.370195123318041e-05, -2.348441449451233e-05, 0.0, 0.00012301775767298295]",3:upper,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,8.86757334228605e-12,False
n3000_s211,mle,mixture,7,"[0.7521723276337133, 1.5018545344130838, 1.3879086435790722, 0.43135677802957106, 0.775752810170496]","[2.139567298653326, 1.0520567069666253, -1.7779989698125778, 4.0, 0.3047153110491729]",1678.1368415215543,0.5052839545053927,8.311876184086131e-05,"[3.5081571542194823e-07, -1.5656251487028428e-05, -1.1603238115664993e-05, -0.5052839545053927, 8.311876184086131e-05]","[3.5081571542194823e-07, -1.5656251487028428e-05, -1.1603238115664993e-05, 0.0, 8.311876184086131e-05]",3:upper,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,9.094947017729282e-13,False
n3000_s211,mle,single,0,"[1.0, 0.8, 0.2]","[1.1212951639726008, 0.5689086263379106, 0.6836682190887168]",1679.5510977046706,1.4182195211098758e-05,1.4182195211098758e-05,"[-5.668114520518408e-06, -1.4182195211098758e-05, -6.271127021006961e-06]","[-5.668114520518408e-06, -1.4182195211098758e-05, -6.271127021006961e-06]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,4.547473508864641e-13,True
n3000_s211,mle,single,1,"[0.6, 0.5, -0.8]","[1.1212953090649123, 0.5689080486758359, 0.6836688036230092]",1679.5510977047265,0.0003553381612775297,0.0003553381612775297,"[0.0001482509652716013, -0.0003553381612775297, -0.00020367883225524963]","[0.0001482509652716013, -0.0003553381612775297, -0.00020367883225524963]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,5.638867150992155e-11,False
n3000_s211,mle,single,2,"[0.8929227652321778, 0.7776807710143216, -1.0300324217291255]","[1.1212951934311512, 0.5689085137387945, 0.6836684764903598]",1679.5510977046729,3.703930886511664e-05,3.703930886511664e-05,"[-2.647491483459552e-05, 3.703930886511664e-05, 3.605770390024965e-05]","[-2.647491483459552e-05, 3.703930886511664e-05, 3.605770390024965e-05]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,2.7284841053187847e-12,False
n3000_s211,mle,single,3,"[1.689460349167421, 0.8877098216691077, -1.0192868871605896]","[1.1212953422110545, 0.5689083998221275, 0.683668795885791]",1679.55109770468,7.461447720547021e-05,7.461447720547021e-05,"[-2.150277632678721e-05, 7.461447720547021e-05, 6.975397998987276e-05]","[-2.150277632678721e-05, 7.461447720547021e-05, 6.975397998987276e-05]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,9.777068044058979e-12,False
n3000_s211,mle,single,4,"[1.2775605704147435, 0.8168831282530389, -2.2979047253185327]","[1.1212952245957144, 0.5689086854062569, 0.6836681767118491]",1679.5510977046704,4.842506569291416e-06,4.842506569291416e-06,"[2.2506834567725953e-06, -4.842506569291416e-06, -3.2066647135398085e-06]","[2.2506834567725953e-06, -4.842506569291416e-06, -3.2066647135398085e-06]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,2.2737367544323206e-13,True
n3000_s211,mle,single,5,"[1.1674081816937854, 0.5519821182304531, 1.4355254411493217]","[1.1212952240229128, 0.5689086878181879, 0.6836681787876283]",1679.5510977046704,2.900612263712077e-07,2.900612263712077e-07,"[6.88466855747194e-09, 2.900612263712077e-07, 1.629636174893534e-07]","[6.88466855747194e-09, 2.900612263712077e-07, 1.629636174893534e-07]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,2.2737367544323206e-13,True
n3000_s211,mle,single,6,"[1.2456096305828248, 2.0150973817474265, 0.7662664510640687]","[1.121295225043348, 0.5689086893784775, 0.683668175806108]",1679.5510977046702,6.92186935991046e-07,6.92186935991046e-07,"[6.516150731772363e-07, -6.92186935991046e-07, -6.028006656055851e-07]","[6.516150731772363e-07, -6.92186935991046e-07, -6.028006656055851e-07]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.0,True
n3000_s211,mle,single,7,"[1.600008212603589, 1.1164895833838235, -1.8439482261302667]","[1.1212952023193865, 0.5689087065591331, 0.683668125830039]",1679.5510977046706,7.697765519898425e-06,7.697765519898425e-06,"[4.3409937583449576e-07, -7.697765519898425e-06, -6.605135684623065e-06]","[4.3409937583449576e-07, -7.697765519898425e-06, -6.605135684623065e-06]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,4.547473508864641e-13,True
n3000_s211,smm,mixture,0,"[1.15, 0.9, -0.3, 1.5, 0.58]","[2.1421273153816647, 1.024672770735674, -1.6590840020168047, 4.0, 0.31980661671526156]",0.06757309632843611,0.005663981565974188,4.300821027439228e-08,"[-6.777953198700004e-09, -2.6756250210216437e-10, 1.0288603140024694e-08, -0.005663981565974188, -4.300821027439228e-08]","[-6.777953198700004e-09, -2.6756250210216437e-10, 1.0288603140024694e-08, 0.0, -4.300821027439228e-08]",3:upper,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,2.7755575615628914e-16,True
n3000_s211,smm,mixture,1,"[0.8, 0.6, -0.8, 0.5, 0.35]","[2.142127315247614, 1.024672775632025, -1.659084016488835, 4.0, 0.31980661546649597]",0.06757309632843629,0.005663987523995618,1.0685455547731343e-07,"[-5.9895621177651764e-09, 4.004126083435519e-08, 1.6881710222446666e-08, -0.005663987523995618, -1.0685455547731343e-07]","[-5.9895621177651764e-09, 4.004126083435519e-08, 1.6881710222446666e-08, 0.0, -1.0685455547731343e-07]",3:upper,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,4.579669976578771e-16,True
