index,start_id,initial,terminal,objective,raw_gradient,projected_gradient,projected_gradient_max,optimizer_success,accepted,status,message,nit,distance_from_best
0.75,3,"[-0.6, 0.4054651081081644, 0.0, -0.35667494393873245, 0.8]","[-2.1334246213106725, 0.9042002143595463, -2.0, 0.1419698115544391, 0.5215010785712179]",1318.379917849881,"[-1.0571853598317915e-05, -1.8690775943848836e-05, 0.37830922628169805, 1.2390577275311898e-05, -6.806851497120903e-06]","[-1.0571853598317915e-05, -1.8690775943848836e-05, 0.0, 1.2390577275311898e-05, -6.806851497120903e-06]",1.8690775943848836e-05,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,33,2.2737367544323206e-13
0.75,4,"[-1.8, 0.7884573603642703, -0.916290731874155, 0.5877866649021191, 0.1]","[-2.1334243712847916, 0.9042001494686394, -2.0, 0.14196986997955263, 0.5215010842835136]",1318.3799178498807,"[-4.928211261301385e-07, -9.333697829931986e-07, 0.3783085413703049, 1.049219754634123e-06, -1.1641426760355955e-06]","[-4.928211261301385e-07, -9.333697829931986e-07, 0.0, 1.049219754634123e-06, -1.1641426760355955e-06]",1.1641426760355955e-06,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,34,0.0
0.75,5,"[-0.2, -0.6931471805599453, 0.5306282510621704, -0.6931471805599453, 1.0]","[-2.1334239029652964, 0.9041999319940652, -2.0, 0.14196973469792895, 0.521500736097473]",1318.3799178499069,"[5.436801426128568e-05, 0.00010680495607432389, 0.37830505822004523, -9.645312743344903e-05, -0.00010634304966750108]","[5.436801426128568e-05, 0.00010680495607432389, 0.0, -9.645312743344903e-05, -0.00010634304966750108]",0.00010680495607432389,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,47,2.6147972675971687e-11
0.8,0,"[-2.133424412394062, 0.9042001686655515, -2.0, 0.14196986849621926, 0.5215010828446729]","[-2.166942600930761, 0.8656074324086114, -2.0, 0.09008158981247018, 0.5190777407958332]",1318.7709034916093,"[-3.950794448037698e-05, -7.544038872076434e-05, 0.32406070970311984, 1.9066399516987076e-05, 9.640208551431328e-06]","[-3.950794448037698e-05, -7.544038872076434e-05, 0.0, 1.9066399516987076e-05, 9.640208551431328e-06]",7.544038872076434e-05,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,12,1.4551915228366852e-11
0.8,1,"[-2.0209576691605418, 1.2070154455693403, -2.0, 0.4844749849827514, 0.5381854602783698]","[-2.166940785853192, 0.8656069251377172, -2.0, 0.09008196035383088, 0.5190776333756483]",1318.7709034915965,"[1.723366181538566e-05, 3.08572407624565e-05, 0.32405811289444897, -4.015743498442248e-05, -1.0584969285520884e-05]","[1.723366181538566e-05, 3.08572407624565e-05, 0.0, -4.015743498442248e-05, -1.0584969285520884e-05]",4.015743498442248e-05,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,18,1.8189894035458565e-12
0.8,2,"[-1.2, 0.0, -0.5108256237659907, 0.26236426446749106, 0.4]","[-2.1669389976406745, 0.8656060971594544, -2.0, 0.09008270222871204, 0.519077994512349]",1318.770903491807,"[-0.00035554123032577323, -0.000744373408799825, 0.32407176460047915, 0.0006282024214563364, 8.76709053110325e-06]","[-0.00035554123032577323, -0.000744373408799825, 0.0, 0.0006282024214563364, 8.76709053110325e-06]",0.000744373408799825,True,False,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,39,2.1236701286397874e-10
0.8,3,"[-0.6, 0.4054651081081644, 0.0, -0.35667494393873245, 0.8]","[-2.1669409671498605, 0.8656071026960371, -2.0, 0.09008210905516922, 0.5190777112552482]",1318.7709034915947,"[2.0308517463263343e-06, 3.7426988316096853e-06, 0.3240595440366736, -1.8916928610224204e-06, 9.28115157150522e-06]","[2.0308517463263343e-06, 3.7426988316096853e-06, 0.0, -1.8916928610224204e-06, 9.28115157150522e-06]",9.28115157150522e-06,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,35,0.0
0.8,4,"[-1.8, 0.7884573603642703, -0.916290731874155, 0.5877866649021191, 0.1]","[-2.166942296356331, 0.8656080124380862, -2.0, 0.09008233151122516, 0.5190776461072724]",1318.7709034916115,"[5.1289949549282454e-05, 0.0001259133212561391, 0.3240610938514029, -5.714795575784137e-05, -1.3659028580192967e-05]","[5.1289949549282454e-05, 0.0001259133212561391, 0.0, -5.714795575784137e-05, -1.3659028580192967e-05]",0.0001259133212561391,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,39,1.6825651982799172e-11
0.8,5,"[-0.2, -0.6931471805599453, 0.5306282510621704, -0.6931471805599453, 1.0]","[-2.1669407265247136, 0.8656069500735972, -2.0, 0.09008212835958923, 0.5190777335470464]",1318.7709034915965,"[-3.311424944563157e-05, -7.110306174857363e-05, 0.32406048197559356, 5.62927103366917e-05, 8.348424404003296e-06]","[-3.311424944563157e-05, -7.110306174857363e-05, 0.0, 5.62927103366917e-05, 8.348424404003296e-06]",7.110306174857363e-05,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,54,1.8189894035458565e-12
0.85,0,"[-2.1669409671498605, 0.8656071026960371, -2.0, 0.09008210905516922, 0.5190777112552482]","[-2.209089028573042, 0.8344884087474641, -2.0, 0.041775655618905574, 0.5167975063562534]",1319.1658744927504,"[3.8750480539917476e-06, 1.0312756478327701e-05, 0.25419117020953214, -2.1540216021520564e-05, 1.0417320792655005e-05]","[3.8750480539917476e-06, 1.0312756478327701e-05, 0.0, -2.1540216021520564e-05, 1.0417320792655005e-05]",2.1540216021520564e-05,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,14,9.094947017729282e-13
0.85,1,"[-2.0209576691605418, 1.2070154455693403, -2.0, 0.4844749849827514, 0.5381854602783698]","[-2.209088018367927, 0.8344880457242495, -2.0, 0.041775785000935206, 0.5167973873716338]",1319.1658744927506,"[9.677398295604434e-06, 1.9242725198257842e-05, 0.2541908340161686, -1.868919344261144e-05, -3.0342792599391544e-05]","[9.677398295604434e-06, 1.9242725198257842e-05, 0.0, -1.868919344261144e-05, -3.0342792599391544e-05]",3.0342792599391544e-05,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,20,1.1368683772161603e-12
0.85,2,"[-1.2, 0.0, -0.5108256237659907, 0.26236426446749106, 0.4]","[-2.2090884531263453, 0.8344883026398499, -2.0, 0.04177587410211661, 0.516797506380834]",1319.1658744927495,"[4.023091460858552e-06, 1.0503619228774643e-05, 0.25419154294915053, -8.07767179367147e-07, 8.31090743158569e-06]","[4.023091460858552e-06, 1.0503619228774643e-05, 0.0, -8.07767179367147e-07, 8.31090743158569e-06]",1.0503619228774643e-05,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,47,0.0
0.85,3,"[-0.6, 0.4054651081081644, 0.0, -0.35667494393873245, 0.8]","[-2.2090848267168264, 0.8344872290489331, -2.0, 0.041777250935136866, 0.5167980654902421]",1319.1658744929837,"[-0.0002472945473397381, -0.0005179669620332004, 0.25419968234264045, 0.0005312311762075694, 0.00012774337393128832]","[-0.0002472945473397381, -0.0005179669620332004, 0.0, 0.0005312311762075694, 0.00012774337393128832]",0.0005312311762075694,True,False,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,43,2.34194885706529e-10
0.85,4,"[-1.8, 0.7884573603642703, -0.916290731874155, 0.5877866649021191, 0.1]","[-2.209089471636331, 0.8344888050680626, -2.0, 0.0417758735098894, 0.5167974130094708]",1319.1658744927536,"[-6.313778162514438e-07, 8.504908332295014e-06, 0.2541926692124178, 1.1077947768001195e-05, -3.2195615204511085e-05]","[-6.313778162514438e-07, 8.504908332295014e-06, 0.0, 1.1077947768001195e-05, -3.2195615204511085e-05]",3.2195615204511085e-05,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,42,4.092726157978177e-12
0.85,5,"[-0.2, -0.6931471805599453, 0.5306282510621704, -0.6931471805599453, 1.0]","[-2.209090585978696, 0.834489358464238, -2.0, 0.041775924655315246, 0.5167975401930825]",1319.16587449276,"[-8.15507329798848e-06, -4.079953309943535e-07, 0.25419384828306124, 2.9916591536505166e-05, 6.7562644125995774e-06]","[-8.15507329798848e-06, -4.079953309943535e-07, 0.0, 2.9916591536505166e-05, 6.7562644125995774e-06]",2.9916591536505166e-05,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,52,1.0459189070388675e-11
0.9,0,"[-2.2090884531263453, 0.8344883026398499, -2.0, 0.04177587410211661, 0.516797506380834]","[-2.2649263827934285, 0.8131239239814014, -2.0, -0.002864576139836388, 0.5146049989801952]",1319.560978147906,"[-4.6340762294150295e-07, -7.76679117981e-07, 0.17377088504339838, 8.287897230729868e-07, 3.571566760118827e-07]","[-4.6340762294150295e-07, -7.76679117981e-07, 0.0, 8.287897230729868e-07, 3.571566760118827e-07]",8.287897230729868e-07,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,17,0.0
0.9,1,"[-2.0209576691605418, 1.2070154455693403, -2.0, 0.4844749849827514, 0.5381854602783698]","[-2.2649262400238244, 0.8131238605349496, -2.0, -0.002864573661223792, 0.5146049920554131]",1319.5609781479063,"[7.654502962584075e-07, 1.4348685925063927e-06, 0.17377082020277484, -1.1595789146667812e-06, -1.507930937227897e-06]","[7.654502962584075e-07, 1.4348685925063927e-06, 0.0, -1.1595789146667812e-06, -1.507930937227897e-06]",1.507930937227897e-06,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,19,2.2737367544323206e-13
0.9,2,"[-1.2, 0.0, -0.5108256237659907, 0.26236426446749106, 0.4]","[-2.2649285085360096, 0.8131246412563604, -2.0, -0.002865066901927361, 0.5146048898744486]",1319.5609781479252,"[5.7254696090414114e-05, 0.00012326768622852703, 0.1737695422133707, -0.000140181622661828, -1.879841550611605e-05]","[5.7254696090414114e-05, 0.00012326768622852703, 0.0, -0.000140181622661828, -1.879841550611605e-05]",0.000140181622661828,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,48,1.9099388737231493e-11
0.9,3,"[-0.6, 0.4054651081081644, 0.0, -0.35667494393873245, 0.8]","[-2.264926216567039, 0.8131241125834064, -2.0, -0.002864796849884249, 0.5146050946034445]",1319.5609781480853,"[0.00036680450598280956, 0.0007708816263604959, 0.17376394919539973, -0.0006227363006061637, 0.00015173668574797183]","[0.00036680450598280956, 0.0007708816263604959, 0.0, -0.0006227363006061637, 0.00015173668574797183]",0.0007708816263604959,True,False,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,43,1.7917045624926686e-10
0.9,4,"[-1.8, 0.7884573603642703, -0.916290731874155, 0.5877866649021191, 0.1]","[-2.264922217736938, 0.8131223493375289, -2.0, -0.002864228434909047, 0.5146049500652451]",1319.560978147932,"[0.00010428840179010912, 0.00021113032019002856, 0.17376843181747842, -0.0001409985569225114, 1.8167969689897312e-05]","[0.00010428840179010912, 0.00021113032019002856, 0.0, -0.0001409985569225114, 1.8167969689897312e-05]",0.00021113032019002856,True,False,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,43,2.5920599000528455e-11
0.9,5,"[-0.2, -0.6931471805599453, 0.5306282510621704, -0.6931471805599453, 1.0]","[-2.2649251401196713, 0.8131233067888823, -2.0, -0.0028646078949535123, 0.5146049247143802]",1319.5609781479084,"[-1.0527208527344456e-05, -2.58329255988289e-05, 0.17377054089858163, 1.1543595867635759e-05, -2.6255745682712828e-05]","[-1.0527208527344456e-05, -2.58329255988289e-05, 0.0, 1.1543595867635759e-05, -2.6255745682712828e-05]",2.6255745682712828e-05,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,58,2.2737367544323206e-12
