iteration,objective,pi
709,1316.9230827687597,0.4796941745938607
710,1316.9230826055177,0.47970041927347645
711,1316.9230824481692,0.47970655019639674
712,1316.923082296501,0.4797125694401474
713,1316.9230821503081,0.4797184790441065
714,1316.9230820093926,0.4797242810102134
715,1316.923081873564,0.4797299773036645
716,1316.9230817426376,0.4797355698535954
717,1316.9230816164372,0.47974106055375026
718,1316.9230814947916,0.4797464512631384
719,1316.9230813775362,0.4797517438066782
720,1316.9230812645123,0.47975693997582836
721,1316.9230811555676,0.47976204152920826
722,1316.923081050554,0.47976705019320565
723,1316.9230809493301,0.4797719676625731
724,1316.9230808517586,0.479776795601013
725,1316.9230807577076,0.47978153564175186
726,1316.9230806670503,0.4797861893881032
727,1316.923080579664,0.4797907584140205
728,1316.9230804954304,0.4797952442646391
729,1316.9230804142355,0.4797996484568084
730,1316.92308033597,0.47980397247961365
731,1316.923080260528,0.4798082177948882
732,1316.9230801878075,0.47981238583771596
733,1316.92308011771,0.47981647801692473
734,1316.9230800501414,0.4798204957155697
735,1316.9230799850097,0.47982444029140864
736,1316.9230799222278,0.4798283130773678
737,1316.92307986171,0.4798321153819988
738,1316.923079803375,0.47983584848992755
739,1316.923079747144,0.4798395136622945
740,1316.9230796929405,0.47984311213718683
741,1316.9230796406925,0.4798466451300622
742,1316.9230795903286,0.47985011383416504
743,1316.9230795417807,0.4798535194209347
744,1316.923079494984,0.47985686304040626
745,1316.9230794498744,0.47986014582160447
746,1316.9230794063915,0.4798633688729289
747,1316.9230793644767,0.47986653328253304
748,1316.9230793240733,0.4798696401186962
749,1316.9230792851267,0.47987269043018826
750,1316.9230792475844,0.47987568524662777
751,1316.9230792113958,0.47987862557883343
752,1316.923079176512,0.47988151241916893
753,1316.9230791428856,0.4798843467418816
754,1316.923079110472,0.4798871295034349
755,1316.9230790792267,0.4798898616428344
756,1316.923079049108,0.4798925440819476
757,1316.9230790200752,0.4798951777258182
758,1316.923078992089,0.4798977634629745
759,1316.9230789651117,0.4799003021657324
760,1316.9230789391065,0.4799027946904917
761,1316.9230789140393,0.4799052418780282
762,1316.9230788898756,0.47990764455377993
763,1316.923078866583,0.47991000352812774
764,1316.9230788441298,0.47991231959667136
765,1316.923078822486,0.47991459354049965
766,1316.9230788016225,0.47991682612645636
767,1316.9230787815109,0.4799190181074011
768,1316.9230787621245,0.4799211702224648
769,1316.9230787434365,0.4799232831973014
770,1316.9230787254223,0.479925357744334
771,1316.9230787080573,0.47992739456299705
772,1316.923078691318,0.4799293943399742
773,1316.9230786751823,0.479931357749431
774,1316.9230786596281,0.4799332854532443
775,1316.9230786468615,0.4799351781012269
776,1316.9230786321568,0.4799368936989129
777,1316.9230786211715,0.479938666518435
778,1316.923078606772,0.47994025858359085
779,1316.9230785966633,0.47994195519265065
780,1316.9230785831476,0.4799434821623986
781,1316.9230785737552,0.47994512129577305
782,1316.923078561058,0.4799465937989423
783,1316.9230785523062,0.4799481758676249
784,1316.9230785404293,0.47994959739871895
785,1316.9230785322634,0.4799511268603587
786,1316.9230785211362,0.47995250023831276
787,1316.9230785135092,0.4799539783474317
788,1316.9230785071913,0.4799553057036523
789,1316.9230784961,0.47995651074755097
790,1316.9230784895046,0.4799578814344996
791,1316.923078484022,0.47995911595101565
792,1316.9230784735814,0.4799602386990149
793,1316.9230784676447,0.4799615382552546
794,1316.9230784627111,0.47996271048265976
795,1316.9230784530823,0.47996377677741253
796,1316.9230784476686,0.47996501425072474
797,1316.9230784431456,0.4799661347328388
798,1316.9230784344502,0.47996715676677154
799,1316.9230784272281,0.47996833316579396
800,1316.923078422088,0.4799695463113317
