row_id,state_harm,maintenance_cost,subsidy_loading,objective_ccp_sse,linf_distance,restriction_delta,restriction_slack,acceptance_tolerance,restricted_accept,slab_membership,is_domain_boundary
158,0.1,1.775,0.625,0.6037530288883626,0.6585435394988677,0.35,0.3085435394988677,1e-12,True,state_harm_low|maintenance_cost_high,True
159,0.1,1.775,0.75,0.5552087079111765,0.6585435394988677,0.35,0.3085435394988677,1e-12,True,state_harm_low|maintenance_cost_high,True
160,0.1,1.775,0.875,0.5080796582884167,0.6585435394988677,0.35,0.3085435394988677,1e-12,True,state_harm_low|maintenance_cost_high,True
161,0.1,1.775,1.0,0.4631198900668515,0.6585435394988677,0.35,0.3085435394988677,1e-12,True,state_harm_low|maintenance_cost_high,True
162,0.1,1.775,1.125,0.4210828407233761,0.6585435394988677,0.35,0.3085435394988677,1e-12,True,state_harm_low|maintenance_cost_high,True
163,0.1,1.775,1.25,0.3826898551602087,0.6585435394988677,0.35,0.3085435394988677,1e-12,True,state_harm_low|maintenance_cost_high|subsidy_loading_high,True
164,0.1,1.775,1.375,0.3485971729211873,0.6585435394988677,0.35,0.3085435394988677,1e-12,True,state_harm_low|maintenance_cost_high|subsidy_loading_high,True
165,0.1,1.775,1.5,0.3193638740534555,0.6585435394988677,0.35,0.3085435394988677,1e-12,True,state_harm_low|maintenance_cost_high|subsidy_loading_high,True
166,0.1,1.775,1.625,0.29542345817232585,0.7378480546595535,0.35,0.3878480546595535,1e-12,True,state_harm_low|maintenance_cost_high|subsidy_loading_high,True
167,0.1,1.775,1.75,0.27706163614275514,0.8628480546595535,0.35,0.5128480546595535,1e-12,True,state_harm_low|maintenance_cost_high|subsidy_loading_high,True
168,0.1,1.775,1.875,0.26440246890437685,0.9878480546595535,0.35,0.6378480546595535,1e-12,True,state_harm_low|maintenance_cost_high|subsidy_loading_high,True
169,0.1,1.775,2.0,0.2574042259059637,1.1128480546595534,0.35,0.7628480546595534,1e-12,True,state_harm_low|maintenance_cost_high|subsidy_loading_high,True
170,0.1,1.95,0.0,0.9423722107855672,0.8871519453404465,0.35,0.5371519453404465,1e-12,True,state_harm_low|maintenance_cost_high|subsidy_loading_low,True
171,0.1,1.95,0.125,0.8991744916413064,0.7621519453404465,0.35,0.4121519453404465,1e-12,True,state_harm_low|maintenance_cost_high|subsidy_loading_low,True
172,0.1,1.95,0.25,0.8539405660038999,0.7226812461478895,0.35,0.37268124614788956,1e-12,True,state_harm_low|maintenance_cost_high|subsidy_loading_low,True
173,0.1,1.95,0.375,0.8069900925241205,0.7226812461478895,0.35,0.37268124614788956,1e-12,True,state_harm_low|maintenance_cost_high|subsidy_loading_low,True
174,0.1,1.95,0.5,0.758729664129499,0.7226812461478895,0.35,0.37268124614788956,1e-12,True,state_harm_low|maintenance_cost_high|subsidy_loading_low,True
175,0.1,1.95,0.625,0.7096531173819111,0.7226812461478895,0.35,0.37268124614788956,1e-12,True,state_harm_low|maintenance_cost_high,True
176,0.1,1.95,0.75,0.6603373216851272,0.7226812461478895,0.35,0.37268124614788956,1e-12,True,state_harm_low|maintenance_cost_high,True
177,0.1,1.95,0.875,0.6114326994717536,0.7226812461478895,0.35,0.37268124614788956,1e-12,True,state_harm_low|maintenance_cost_high,True
