seed,market,product,alpha_hat_GMM,price,true_markup,recovered_markup,markup_error,true_mc,recovered_mc,mc_error
48101,22,1,1.4237467945836546,2.751351126037676,1.1381971236294985,0.9593254598018665,-0.1788716638276321,1.6131540024081774,1.7920256662358094,0.17887166382763198
48101,23,0,1.4237467945836546,2.981786953317713,1.1977984143430063,1.0095601989621568,-0.1882382153808495,1.7839885389747066,1.972226754355556,0.1882382153808495
48101,23,1,1.4237467945836546,2.563051965911381,1.197798414343007,1.0095601989621568,-0.18823821538085017,1.365253551568374,1.553491766949224,0.18823821538085017
48101,24,0,1.4237467945836546,2.7549294720123054,1.1955034973976086,1.0076259362512916,-0.18787756114631704,1.5594259746146968,1.7473035357610138,0.18787756114631704
48101,24,1,1.4237467945836546,2.7832660743397795,1.1955034973976084,1.0076259362512916,-0.18787756114631682,1.587762576942171,1.7756401380884879,0.18787756114631682
48101,25,0,1.4237467945836546,2.6652137297717693,1.326842690826885,1.118324715496811,-0.2085179753300741,1.3383710389448842,1.5468890142749583,0.2085179753300741
48101,25,1,1.4237467945836546,2.9327224970372323,1.3268426908268853,1.118324715496811,-0.20851797533007432,1.605879806210347,1.8143977815404213,0.20851797533007432
48101,26,0,1.4237467945836546,3.195841054017378,1.2367707961423076,1.0424079344844204,-0.1943628616578872,1.9590702578750703,2.1534331195329575,0.1943628616578872
48101,26,1,1.4237467945836546,2.7708776224029226,1.2367707961423084,1.0424079344844204,-0.19436286165788808,1.5341068262606141,1.7284696879185022,0.19436286165788808
48101,27,0,1.4237467945836546,3.061203944006774,1.1906077554255985,1.0034995772745674,-0.1871081781510311,1.8705961885811755,2.0577043667322066,0.1871081781510311
48101,27,1,1.4237467945836546,2.402535804728689,1.1906077554255987,1.0034995772745674,-0.1871081781510313,1.2119280493030902,1.3990362274541215,0.1871081781510313
48101,28,0,1.4237467945836546,2.927312987009117,1.1920426983902477,1.0047090139272992,-0.1873336844629485,1.7352702886188691,1.9226039730818176,0.1873336844629485
48101,28,1,1.4237467945836546,2.730253837452469,1.1920426983902475,1.0047090139272994,-0.18733368446294807,1.5382111390622215,1.7255448235251696,0.18733368446294807
48101,29,0,1.4237467945836546,2.8169345133747523,1.1907254481076843,1.0035987741395158,-0.1871266739681685,1.626209065267068,1.8133357392352365,0.1871266739681685
48101,29,1,1.4237467945836546,2.858607512319203,1.190725448107684,1.0035987741395158,-0.1871266739681683,1.667882064211519,1.8550087381796874,0.1871266739681683
48101,30,0,1.4237467945836546,3.108481191520286,1.2467047318899818,1.0507807174417196,-0.19592401444826213,1.8617764596303044,2.0577004740785663,0.1959240144482619
48101,30,1,1.4237467945836546,2.8133254702854438,1.2467047318899827,1.0507807174417196,-0.19592401444826302,1.5666207383954611,1.7625447528437241,0.19592401444826302
48101,31,0,1.4237467945836546,2.604145890322461,1.2107306025722282,1.0204600485239628,-0.19027055404826543,1.3934152877502328,1.5836858417984983,0.19027055404826543
48101,31,1,1.4237467945836546,2.778092674080407,1.2107306025722286,1.0204600485239628,-0.19027055404826587,1.5673620715081784,1.7576326255564443,0.19027055404826587
48101,32,0,1.4237467945836546,2.742460027717371,1.1838564056907057,0.9978092257930453,-0.1860471798976604,1.5586036220266652,1.7446508019243256,0.1860471798976604
48101,32,1,1.4237467945836546,2.878059564691679,1.1838564056907053,0.9978092257930453,-0.18604717989765995,1.6942031590009738,1.8802503388986338,0.18604717989765995
48101,33,0,1.4237467945836546,2.9716661560364876,1.3139146066251008,1.1074283250001482,-0.20648628162495264,1.6577515494113868,1.8642378310363394,0.20648628162495264
48101,33,1,1.4237467945836546,2.8087321021107474,1.3139146066251002,1.107428325000148,-0.2064862816249522,1.4948174954856472,1.7013037771105994,0.2064862816249522
48101,34,0,1.4237467945836546,3.193629280300215,1.1935472286569677,1.0059771019938943,-0.18757012666307338,2.0000820516432474,2.1876521783063207,0.18757012666307338
48101,34,1,1.4237467945836546,2.8223032044793688,1.193547228656968,1.0059771019938943,-0.1875701266630736,1.6287559758224008,1.8163261024854744,0.1875701266630736
48101,35,0,1.4237467945836546,2.795278546323596,1.2902171805732117,1.087455032438221,-0.2027621481349906,1.5050613657503842,1.7078235138853748,0.2027621481349906
48101,35,1,1.4237467945836546,2.9736809781114135,1.2902171805732137,1.087455032438221,-0.2027621481349926,1.6834637975381999,1.8862259456731925,0.2027621481349926
48101,36,0,1.4237467945836546,2.541157229345997,1.2619868480587506,1.063661195538179,-0.19832565252057166,1.2791703812872464,1.477496033807818,0.19832565252057166
48101,36,1,1.4237467945836546,2.64775204382287,1.2619868480587504,1.0636611955381787,-0.19832565252057166,1.3857651957641195,1.5840908482846912,0.19832565252057166
48101,37,0,1.4237467945836546,2.813140159169447,1.1595022465311011,0.9772824080311333,-0.1822198384999678,1.653637912638346,1.8358577511383138,0.1822198384999678
48101,37,1,1.4237467945836546,2.751884695137251,1.1595022465311011,0.9772824080311333,-0.1822198384999678,1.5923824486061497,1.7746022871061176,0.1822198384999678
48101,38,0,1.4237467945836546,2.9123274959575673,1.2530121687394322,1.056096918502278,-0.19691525023715428,1.6593153272181351,1.8562305774552894,0.19691525023715428
