seed,market,scenario,root_id,p1,p2
48102,88,baseline,0,2.8041502570551424,3.0314738748830083
48102,89,baseline,0,2.825206517105924,2.9160146908494937
48102,90,baseline,0,2.963993422924585,2.9435359099507474
48102,91,baseline,0,2.9907704026241375,2.9401138414593024
48102,92,baseline,0,2.9709908344096077,2.7723482150224186
48102,93,baseline,0,2.7706001547759533,3.0024832112055915
48102,94,baseline,0,2.906451370865436,2.866971720229919
48102,95,baseline,0,2.8240963382441935,2.911455417116913
48102,96,baseline,0,3.0293668777957623,2.6792940940059884
48102,97,baseline,0,2.903385138011049,3.102875513790137
48102,98,baseline,0,2.7160284207250616,2.8370388125279566
48102,99,baseline,0,2.8464456838414356,2.9929829849953533
48102,100,baseline,0,2.9051770954120326,2.6540535665377543
48102,101,baseline,0,2.9589481519095435,2.6558261124835414
48102,102,baseline,0,2.896901042274899,2.8628737807205393
48102,103,baseline,0,3.1524857494194563,3.060349742332663
48102,104,baseline,0,3.00906270810903,2.7180243483913618
48102,105,baseline,0,2.9181362678378973,2.959348317037235
48102,106,baseline,0,2.98601334654605,2.749801538483246
48102,107,baseline,0,2.9598819742016746,2.8712190048745594
48102,108,baseline,0,3.0200860090863886,2.5616919888770417
48102,109,baseline,0,2.6144295424572035,2.6406639519541972
48102,110,baseline,0,2.8123576089262134,2.99899444562548
48102,111,baseline,0,2.9701197475514016,2.7939685496108257
48102,112,baseline,0,3.113919684068102,2.8531382018268427
48102,113,baseline,0,2.869748611684522,2.833552066418708
48102,114,baseline,0,2.8931441132934306,2.8196127435611507
48102,115,baseline,0,2.8743267798069723,2.426088846973831
48102,116,baseline,0,2.615170978958497,3.034060974375567
48102,117,baseline,0,3.0189824528748823,2.7237757763685626
48102,118,baseline,0,2.873478483174452,2.9469427083873856
48102,119,baseline,0,2.8204910774897347,2.771359077015395
48102,0,subsidy,0,2.94115552791974,2.7259850839166115
48102,1,subsidy,0,2.230483890408819,2.8222614907035366
48102,2,subsidy,0,2.67818383286712,2.283593047482635
48102,3,subsidy,0,2.6841185201500797,2.6600624907063977
48102,4,subsidy,0,2.807772754175399,2.7152458895731937
48102,5,subsidy,0,2.664454672058158,2.4615004512610734
48102,6,subsidy,0,2.772056513794415,2.695756473926617
48102,7,subsidy,0,2.5465046768682433,2.779112862312383
48102,8,subsidy,0,2.6733305866482087,2.6351378353401316
48102,9,subsidy,0,3.139916490227928,2.6178194032718594
48102,10,subsidy,0,2.750437015224972,2.6412152122074497
48102,11,subsidy,0,2.7936955282832225,2.696208402841991
48102,12,subsidy,0,2.7226695525834153,2.320593141114859
48102,13,subsidy,0,2.7877459412393923,2.4827611381428727
48102,14,subsidy,0,2.2364319236888663,2.699690592594368
48102,15,subsidy,0,2.8021509385710566,2.8435319385746665
48102,16,subsidy,0,2.599088832105991,2.54125929303167
48102,17,subsidy,0,2.6921345482102175,2.529992339937492
48102,18,subsidy,0,2.897949015205995,2.307518675463432
48102,19,subsidy,0,2.652619252717721,2.920795608836453
48102,20,subsidy,0,2.4802000607076033,2.613572035505761
48102,21,subsidy,0,2.860677177942228,2.622697317384807
48102,22,subsidy,0,2.627273525497915,2.6232073164271474
48102,23,subsidy,0,2.81616153889198,2.7686819555031894
48102,24,subsidy,0,2.8603429110935172,2.591578814381886
48102,25,subsidy,0,2.6711963369451155,2.7941908260309796
